STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
HARYANA,SIRSA,2004,25,17,16,2,11,246,14,40,6,319,9,17,2,497,1531
HARYANA,SONIPAT,2004,67,13,25,3,20,377,8,45,5,315,16,22,193,625,2051
HARYANA,YAMUNANAGAR,2004,21,16,17,2,11,165,0,34,7,161,7,10,0,614,1331
HIMACHAL PRADESH,BILASPUR,2004,9,10,8,0,4,55,47,13,16,66,0,28,38,724,1103
HIMACHAL PRADESH,CHAMBA,2004,8,14,22,0,0,27,10,9,2,55,1,22,40,264,627
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8
HIMACHAL PRADESH,HAMIRPUR,2004,9,5,10,0,0,42,34,9,3,239,0,24,37,444,936
HIMACHAL PRADESH,KANGRA,2004,18,15,15,0,1,81,111,24,26,200,2,34,4,1343,2057
HIMACHAL PRADESH,KINNAUR,2004,3,8,3,0,0,10,5,2,1,14,0,4,21,74,190
HIMACHAL PRADESH,KULLU,2004,9,13,13,0,7,40,40,9,6,56,1,11,47,469,790
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,0,0,0,1,2,1,0,3,0,0,12,27,52
HIMACHAL PRADESH,MANDI,2004,19,15,7,0,2,63,45,30,29,194,1,56,61,1071,1735
HIMACHAL PRADESH,SHIMLA,2004,10,34,16,1,5,154,114,42,10,84,1,43,77,1187,1992
HIMACHAL PRADESH,SIRMAUR,2004,9,9,13,0,3,27,58,12,7,46,1,23,38,380,692
HIMACHAL PRADESH,SOLAN,2004,4,20,9,0,2,89,64,12,6,362,0,27,43,603,1344
HIMACHAL PRADESH,UNA,2004,10,10,7,0,1,52,32,11,6,102,1,12,51,423,800
JAMMU & KASHMIR,ANANTNAG,2004,70,17,60,7,30,92,55,20,39,24,0,88,24,646,1473
JAMMU & KASHMIR,AWANTIPORA,2004,18,8,12,0,1,37,10,12,0,1,0,23,16,205,384
JAMMU & KASHMIR,BARAMULLA,2004,86,15,87,0,6,197,116,17,32,18,1,167,0,806,1815
JAMMU & KASHMIR,BORDER,2004,7,4,11,0,0,19,13,8,1,15,0,10,38,548,713
JAMMU & KASHMIR,BUDGAM,2004,60,6,61,0,7,147,92,5,8,3,0,87,18,376,989
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,0,0,0,52,0,0,0,0,0,0,52
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0,0,0,0,0,99,0,0,0,0,0,0,108
JAMMU & KASHMIR,DODA,2004,83,4,20,9,3,28,19,5,28,35,0,13,39,334,751
JAMMU & KASHMIR,GANDERBAL,2004,15,12,34,0,1,63,56,14,12,4,0,80,18,223,608
JAMMU & KASHMIR,HANDWARA,2004,25,7,34,0,3,32,52,4,4,9,0,43,1,147,434
JAMMU & KASHMIR,JAMMU,2004,28,19,54,0,6,383,89,71,13,37,5,24,103,2329,3626
JAMMU & KASHMIR,KARGIL,2004,1,1,1,0,0,1,7,1,2,0,0,1,0,74,97
JAMMU & KASHMIR,KATHUA,2004,17,10,24,0,2,30,25,4,10,8,0,11,48,669,967
JAMMU & KASHMIR,KULGAM,2004,48,11,42,0,5,26,64,4,9,3,0,23,23,260,577
JAMMU & KASHMIR,KUPWARA,2004,31,20,46,0,0,62,75,6,9,9,0,61,0,272,732
JAMMU & KASHMIR,LEH,2004,2,3,4,0,0,4,5,2,0,1,0,3,0,113,153
JAMMU & KASHMIR,POONCH,2004,80,11,18,0,0,41,13,5,20,32,0,7,11,212,586
JAMMU & KASHMIR,PULWAMA,2004,54,0,47,7,17,104,152,3,17,61,1,35,18,233,903
JAMMU & KASHMIR,RAILWAYS,2004,1,1,0,0,0,9,0,0,0,0,0,0,0,5,16
JAMMU & KASHMIR,RAJOURI,2004,54,22,34,0,0,96,57,13,47,33,2,23,16,638,1197
JAMMU & KASHMIR,RAMBAN,2004,48,7,12,0,0,36,25,4,18,8,0,8,6,340,598
JAMMU & KASHMIR,REASI,2004,34,5,11,1,0,12,0,0,9,2,0,5,0,142,293
JAMMU & KASHMIR,SRINAGAR,2004,45,24,115,3,48,430,153,56,33,24,0,261,40,1153,2837
JAMMU & KASHMIR,UDHAMPUR,2004,9,11,8,1,0,90,38,9,9,7,0,17,3,952,1282
JHARKHAND,BOKARO,2004,58,48,40,40,64,445,180,24,10,432,29,32,118,381,2194
JHARKHAND,CHAIBASA,2004,134,37,19,7,14,98,34,2,9,17,0,17,1,204,730
JHARKHAND,CHATRA,2004,31,18,4,31,19,83,123,3,3,2,15,0,0,481,840
JHARKHAND,DEOGHAR,2004,36,37,5,13,25,98,145,0,7,18,16,7,2,764,1283
JHARKHAND,DHANBAD,2004,88,38,72,69,64,493,237,61,9,135,36,53,4,1561,3201
JHARKHAND,DHANBAD RLY.,2004,5,2,2,21,32,240,11,4,0,1,0,2,3,77,408
JHARKHAND,DUMKA,2004,67,50,15,7,13,88,99,10,7,57,8,31,46,220,1008
JHARKHAND,GARHWA,2004,39,32,9,17,20,68,107,10,9,225,14,2,7,229,869
JHARKHAND,GIRIDIH,2004,72,39,23,49,42,128,108,27,22,73,52,48,98,1008,1955
JHARKHAND,GODDA,2004,31,86,21,9,10,128,125,17,0,314,4,0,3,1310,2203
JHARKHAND,GUMLA,2004,108,31,9,23,41,58,32,6,0,2,1,4,6,265,689
JHARKHAND,HAZARIBAGH,2004,86,71,33,60,66,537,198,73,14,102,31,27,0,1035,2621
JHARKHAND,JAMSHEDPUR,2004,81,76,50,8,29,539,114,64,19,93,12,40,3,1149,2755
JHARKHAND,JAMSHEDPUR RLY.,2004,2,1,1,5,6,114,3,1,0,0,0,5,1,56,201
JHARKHAND,JAMTARA,2004,18,25,13,4,6,69,39,5,2,116,3,14,1,135,534
JHARKHAND,KODERMA,2004,30,6,13,39,24,50,103,15,4,187,7,8,38,178,785
JHARKHAND,LATEHAR,2004,43,12,8,27,13,33,20,4,5,39,3,4,36,173,456
JHARKHAND,LOHARDAGGA,2004,44,14,2,3,22,29,23,4,3,8,0,4,0,230,432
JHARKHAND,PAKUR,2004,37,37,6,5,13,32,44,11,3,6,2,3,1,349,584
JHARKHAND,PALAMU,2004,69,14,16,31,40,99,167,4,27,327,24,11,3,499,1549
JHARKHAND,RANCHI,2004,270,55,67,85,181,729,263,51,7,2,9,73,4,1992,4306
JHARKHAND,SAHEBGANJ,2004,45,26,22,5,17,98,65,19,4,28,5,22,28,242,730
JHARKHAND,SARAIKELA,2004,51,26,16,12,7,115,31,16,0,109,3,4,7,308,824
JHARKHAND,SIMDEGA,2004,43,16,2,10,12,3,10,10,3,1,1,0,6,123,282
KARNATAKA,BAGALKOT,2004,38,3,24,7,11,134,189,23,15,336,2,40,0,1009,2038
KARNATAKA,BANGALORE COMMR.,2004,214,32,175,37,455,8241,323,1534,3,3542,44,151,104,11008,28526
KARNATAKA,BANGALORE RURAL,2004,152,29,42,17,42,1038,477,142,17,1128,31,104,0,4118,8084
KARNATAKA,BELGAUM,2004,106,5,26,14,30,291,255,144,19,773,6,56,33,2504,4657
KARNATAKA,BELLARY,2004,42,5,17,3,13,295,219,43,8,518,5,38,8,2433,3850
KARNATAKA,BIDAR,2004,40,8,25,9,20,246,187,37,14,1112,8,27,0,2003,4045
KARNATAKA,BIJAPUR,2004,66,8,21,6,16,121,242,29,19,621,2,96,0,1607,3109
KARNATAKA,CHAMARAJNAGAR,2004,23,7,9,2,6,151,106,22,0,520,4,42,0,592,1627
KARNATAKA,CHICKMAGALUR,2004,29,7,13,4,14,237,161,29,9,864,5,55,10,1131,2823
KARNATAKA,CHITRADURGA,2004,32,16,7,5,10,252,315,23,6,911,6,63,0,1822,3672
KARNATAKA,DAKSHIN KANNADA,2004,24,12,13,8,50,259,277,66,24,565,1,25,13,2504,4133
KARNATAKA,DAVANAGERE,2004,38,8,10,5,19,273,266,60,4,525,11,61,1,1433,2950
KARNATAKA,DHARWAD COMMR.,2004,17,1,10,0,8,251,67,143,3,201,3,8,3,841,1698
KARNATAKA,DHARWAD RURAL,2004,26,3,3,3,0,80,102,8,1,124,2,13,0,503,918
KARNATAKA,GADAG,2004,16,1,5,4,4,65,101,19,2,178,2,21,0,434,947
KARNATAKA,GULBARGA,2004,102,23,40,7,27,251,513,60,45,1221,7,122,15,1789,4684
KARNATAKA,HASSAN,2004,61,16,19,4,49,413,186,38,14,1252,9,49,0,1802,4298
KARNATAKA,HAVERI,2004,25,9,7,1,4,115,252,17,0,284,2,28,0,1114,1970
KARNATAKA,K.G.F.,2004,16,2,8,0,7,94,67,16,0,251,7,9,0,272,833
KARNATAKA,KODAGU,2004,21,8,3,1,9,111,52,15,5,473,2,18,1,559,1459
KARNATAKA,KOLAR,2004,59,16,28,3,23,365,412,35,0,592,28,32,0,1284,3129
KARNATAKA,KOPPAL,2004,25,8,4,3,4,54,85,20,2,160,6,16,0,579,1103
KARNATAKA,MANDYA,2004,58,15,8,3,17,302,270,20,0,825,19,46,0,1524,3380
KARNATAKA,MYSORE COMMR.,2004,29,4,7,1,63,485,31,43,0,319,4,6,0,946,2159
KARNATAKA,MYSORE RURAL,2004,44,11,11,3,12,233,191,20,0,843,14,79,0,903,2600
KARNATAKA,RAICHUR,2004,43,6,11,3,13,110,194,51,6,523,5,57,16,1079,2333
KARNATAKA,RAILWAYS,2004,20,0,4,1,6,643,11,2,0,25,0,3,0,148,879
KARNATAKA,SHIMOGA,2004,48,11,22,3,31,330,246,45,4,939,5,60,2,1678,3749
KARNATAKA,TUMKUR,2004,65,15,8,7,31,477,210,25,18,954,16,61,71,1905,4251
KARNATAKA,UDUPI,2004,16,0,8,10,11,103,136,21,4,265,0,21,0,1476,2240
KARNATAKA,UTTAR KANNADA,2004,24,2,4,3,19,73,94,9,6,388,3,28,0,1518,2296
KERALA,ALAPUZHA,2004,18,12,11,5,31,173,312,163,16,1170,0,132,0,4586,7082
KERALA,CBCID,2004,22,0,0,4,1,19,3,75,6,1,0,0,4,0,226
KERALA,ERNAKULAM COMMR.,2004,13,7,18,8,56,486,189,377,4,555,1,64,1,4539,6756
KERALA,ERNAKULAM RURAL,2004,31,21,10,4,28,332,305,131,14,152,5,136,7,7204,8777
KERALA,IDUKKI,2004,34,15,10,2,20,195,220,76,9,1183,0,101,2,2053,4229
KERALA,KANNUR,2004,23,33,4,4,14,175,519,96,20,909,0,92,4,2270,4621
KERALA,KASARGOD,2004,14,29,4,3,14,165,308,69,37,1090,1,73,2,542,2669
KERALA,KOLLAM,2004,46,55,20,7,58,330,575,198,50,2138,3,287,1,4764,9448
KERALA,KOTTAYAM,2004,18,28,13,5,36,319,272,368,14,1595,1,159,0,4550,7919
KERALA,KOZHIKODE COMMR.,2004,8,13,15,11,26,361,394,221,19,539,3,65,0,1963,4164
KERALA,KOZHIKODE RURAL,2004,9,30,10,3,15,201,408,164,53,675,5,96,0,2019,4238
KERALA,MALAPPURAM,2004,23,57,10,6,29,341,584,293,23,891,0,133,2,3422,6777
KERALA,PALAKKAD,2004,34,36,13,7,33,292,463,231,32,1109,1,102,4,2645,5668
KERALA,PATHANAMTHITTA,2004,18,18,19,3,28,161,188,144,16,1681,1,139,1,1641,4409
KERALA,RAILWAYS,2004,3,0,1,2,4,120,14,1,0,18,0,3,0,12,185
KERALA,THRISSUR,2004,41,41,22,24,66,547,685,472,2,2801,2,175,12,4477,10143
KERALA,TRIVANDRUM COMMR.,2004,15,18,21,12,94,487,290,315,12,1029,0,172,1,2594,5577
KERALA,TRIVANDRUM RURAL,2004,36,42,28,13,70,367,475,261,35,1896,5,273,0,4484,8742
KERALA,WAYANADU,2004,11,25,3,6,16,169,257,100,12,1178,3,58,1,341,2395
MADHYA PRADESH,ANUPPUR,2004,24,28,4,0,10,131,8,0,4,177,4,74,0,838,1458
MADHYA PRADESH,ASHOK NAGAR,2004,22,35,3,1,11,152,25,4,15,860,4,89,39,520,1954
MADHYA PRADESH,BALAGHAT,2004,74,86,10,2,20,204,40,10,12,501,13,175,62,1558,3053
MADHYA PRADESH,BARWANI,2004,29,30,1,1,4,209,28,5,10,328,4,83,93,1259,2255
MADHYA PRADESH,BETUL,2004,59,110,17,3,9,179,15,31,16,461,18,125,98,1587,3018
MADHYA PRADESH,BHIND,2004,57,29,33,2,43,273,104,44,11,716,35,75,96,1865,3802
MADHYA PRADESH,BHOPAL,2004,71,84,43,2,106,2110,129,114,22,751,29,251,171,10572,15718
MADHYA PRADESH,BHOPAL RLY.,2004,6,1,1,0,24,1295,3,11,0,19,0,9,2,283,1673
MADHYA PRADESH,BURHANPUR,2004,22,18,2,9,3,133,15,6,4,113,3,64,23,1008,1523
MADHYA PRADESH,CHHATARPUR,2004,56,62,19,3,36,206,40,16,27,482,17,160,70,1958,3528
MADHYA PRADESH,CHHINDWARA,2004,66,132,15,2,15,278,47,30,12,1149,8,204,117,1644,4126
MADHYA PRADESH,DAMOH,2004,49,54,9,2,24,164,13,9,18,1041,23,150,56,765,2645
MADHYA PRADESH,DATIYA,2004,60,25,18,1,29,156,34,13,13,415,6,71,49,999,2089
MADHYA PRADESH,DEWAS,2004,48,82,30,10,70,853,107,47,40,459,16,193,150,4392,7197
MADHYA PRADESH,DHAR,2004,100,109,30,5,38,535,69,12,28,688,48,154,151,2590,5045
MADHYA PRADESH,DINDORI,2004,14,34,3,0,4,38,6,9,2,100,1,61,23,452,826
MADHYA PRADESH,GUNA,2004,45,78,6,1,21,271,68,9,17,968,10,161,114,1304,3421
MADHYA PRADESH,GWALIOR,2004,86,58,52,8,109,1350,140,82,19,961,31,180,205,3916,8428
MADHYA PRADESH,HARDA,2004,15,31,3,0,15,95,18,11,2,393,5,30,0,355,1092
MADHYA PRADESH,HOSHANGABAD,2004,50,51,20,2,29,371,33,47,15,515,8,132,0,1711,3484
MADHYA PRADESH,INDORE,2004,107,97,47,10,121,2610,117,149,30,1270,35,269,367,8676,15350
MADHYA PRADESH,INDORE RLY.,2004,3,1,0,0,5,149,0,2,0,11,0,5,0,107,288
MADHYA PRADESH,JABALPUR,2004,84,102,39,4,79,1048,82,119,46,3487,42,227,209,2915,9524
MADHYA PRADESH,JABALPUR RLY.,2004,4,7,0,0,15,289,1,3,0,10,0,5,0,169,515
MADHYA PRADESH,JHABUA,2004,139,22,43,2,12,183,27,3,42,574,1,73,0,1252,2566
MADHYA PRADESH,KATNI,2004,33,30,4,0,14,186,29,24,8,959,19,130,95,705,2516
MADHYA PRADESH,KHANDWA,2004,36,57,14,6,26,290,39,23,9,41,12,188,79,2549,3791
MADHYA PRADESH,KHARGON,2004,32,63,18,4,22,755,76,27,16,1298,12,194,87,1331,4367
MADHYA PRADESH,MANDLA,2004,22,44,4,0,10,65,16,14,5,357,6,110,60,1128,1985
MADHYA PRADESH,MANDSAUR,2004,27,40,17,0,35,503,34,18,17,360,8,128,68,1397,2997
MADHYA PRADESH,MORENA,2004,66,55,15,7,42,375,168,31,15,1048,33,89,129,2468,4976
MADHYA PRADESH,NARSINGHPUR,2004,33,42,4,1,6,136,21,13,15,1020,18,130,87,601,2349
MADHYA PRADESH,NEEMUCH,2004,18,23,6,2,15,319,50,17,9,403,4,62,51,885,2204
MADHYA PRADESH,PANNA,2004,41,34,10,4,13,84,7,4,13,68,15,65,31,816,1384
MADHYA PRADESH,RAISEN,2004,44,67,11,0,12,208,38,20,1,312,15,198,129,2064,3358
MADHYA PRADESH,RAJGARH,2004,30,98,19,13,41,458,119,11,85,415,4,193,89,3033,5098
MADHYA PRADESH,RATLAM,2004,42,71,19,1,11,392,40,37,20,307,5,109,77,2229,3661
MADHYA PRADESH,REWA,2004,65,52,36,3,74,486,76,23,31,630,39,123,144,1900,4478
MADHYA PRADESH,SAGAR,2004,69,141,30,0,40,449,87,20,28,2591,40,338,105,2569,7143
MADHYA PRADESH,SATNA,2004,60,64,17,4,43,407,35,22,27,998,33,180,187,2223,4877
MADHYA PRADESH,SEONI,2004,21,74,10,0,8,111,22,13,10,405,17,117,72,1204,2278
MADHYA PRADESH,SHAHDOL,2004,36,47,10,0,19,227,12,8,11,266,8,135,0,1415,2518
MADHYA PRADESH,SHAJAPUR,2004,40,74,15,6,63,639,114,15,35,1166,15,180,75,1081,3995
MADHYA PRADESH,SHEOPUR,2004,12,21,5,0,4,90,27,4,4,309,3,51,13,416,1053
MADHYA PRADESH,SHIVPURI,2004,78,61,28,7,32,304,53,14,22,390,7,113,101,2328,3824
MADHYA PRADESH,SIDHI,2004,61,51,27,1,29,263,31,20,13,565,17,161,115,1910,3719
MADHYA PRADESH,SIHORE,2004,31,62,5,6,11,384,18,15,17,405,6,90,97,1669,3042
MADHYA PRADESH,TIKAMGARH,2004,59,43,11,0,22,214,27,18,22,897,24,133,46,1123,2923
MADHYA PRADESH,UJJAIN,2004,62,65,36,10,58,1592,100,48,29,709,13,187,117,4655,8685
MADHYA PRADESH,UMARIYA,2004,23,30,2,2,10,95,14,18,5,193,6,63,5,553,1212
MADHYA PRADESH,VIDISHA,2004,48,100,11,0,14,272,57,24,21,724,11,203,55,1964,3856
MAHARASHTRA,AHMEDNAGAR,2004,98,41,25,30,108,969,175,114,35,618,0,73,452,1321,4738
MAHARASHTRA,AKOLA,2004,55,38,23,15,57,957,108,88,30,843,6,94,102,1387,4354
MAHARASHTRA,AMRAVATI COMMR.,2004,19,17,21,0,45,838,95,37,20,417,1,40,63,764,2740
MAHARASHTRA,AMRAVATI RURAL,2004,60,56,20,7,21,888,95,26,62,832,9,127,124,847,3660
MAHARASHTRA,AURANGABAD COMMR.,2004,31,12,15,13,36,603,114,106,3,324,5,21,127,550,2326
MAHARASHTRA,AURANGABAD RURAL,2004,41,10,11,22,44,330,157,28,33,761,20,57,205,647,2777
MAHARASHTRA,BEED,2004,57,24,19,41,59,727,391,45,39,960,4,82,187,678,3936
MAHARASHTRA,BHANDARA,2004,22,36,16,1,12,492,77,15,49,458,1,66,113,866,2550
MAHARASHTRA,BULDHANA,2004,48,39,20,23,38,745,131,57,71,778,18,106,166,986,3705
MAHARASHTRA,CHANDRAPUR,2004,59,31,18,11,24,673,126,59,39,625,3,93,205,1078,3539
MAHARASHTRA,DHULE,2004,32,11,3,10,8,266,88,42,1,336,1,24,223,748,2042
MAHARASHTRA,GADCHIROLI,2004,47,31,8,5,11,152,26,18,49,270,3,44,58,391,1367
MAHARASHTRA,GONDIA,2004,27,30,21,5,23,317,47,18,20,352,2,85,94,588,1898
MAHARASHTRA,HINGOLI,2004,35,13,15,10,34,202,83,27,29,481,1,29,91,391,1689
MAHARASHTRA,JALGAON,2004,83,36,12,13,40,652,169,211,20,771,6,83,316,1242,4336
MAHARASHTRA,JALNA,2004,53,10,10,15,39,338,151,52,36,632,24,49,131,583,2603
MAHARASHTRA,KOLHAPUR,2004,54,15,20,6,28,621,127,70,19,523,29,34,238,923,3132
MAHARASHTRA,LATUR,2004,61,22,19,7,31,366,188,50,30,1077,39,36,162,926,3382
MAHARASHTRA,MUMBAI,2004,253,187,178,42,302,11510,213,1427,10,3702,13,321,735,6451,29453
MAHARASHTRA,MUMBAI RLY.,2004,7,1,2,2,29,1772,8,31,0,32,0,9,2,93,2020
MAHARASHTRA,NAGPUR COMMR.,2004,112,41,49,21,178,2447,199,194,22,915,9,41,228,2613,8518
MAHARASHTRA,NAGPUR RLY.,2004,5,2,2,2,13,1024,10,4,0,26,0,5,2,137,1249
MAHARASHTRA,NAGPUR RURAL,2004,71,48,27,5,49,1075,128,49,54,829,8,104,353,1573,4884
MAHARASHTRA,NANDED,2004,91,31,23,24,68,619,235,79,72,1492,16,78,152,1974,5687
MAHARASHTRA,NANDURBAR,2004,35,20,9,5,5,197,68,29,5,237,1,30,89,320,1247
MAHARASHTRA,NASIK COMMR.,2004,19,15,17,6,17,808,80,148,6,228,4,26,144,563,2606
MAHARASHTRA,NASIK RURAL,2004,97,33,24,13,29,462,293,130,17,808,11,86,469,1122,4344
MAHARASHTRA,NAVI MUMBAI,2004,61,17,19,30,99,1086,97,174,4,444,2,33,369,776,3688
MAHARASHTRA,OSMANABAD,2004,46,26,12,9,22,331,134,58,8,617,1,35,170,640,2418
MAHARASHTRA,PARBHANI,2004,42,13,12,12,51,292,109,44,24,982,4,45,95,358,2444
MAHARASHTRA,PUNE COMMR.,2004,100,63,70,24,130,3905,524,433,9,1153,0,67,427,2573,10754
MAHARASHTRA,PUNE RLY.,2004,4,0,0,1,4,132,3,0,0,4,0,0,1,34,186
MAHARASHTRA,PUNE RURAL,2004,132,31,26,32,70,854,137,120,20,503,10,72,728,1477,4830
MAHARASHTRA,RAIGAD,2004,61,19,13,24,19,253,146,46,12,268,2,50,264,693,2127
MAHARASHTRA,RATNAGIRI,2004,16,23,6,2,12,196,76,34,23,189,1,40,126,318,1301
MAHARASHTRA,SANGLI,2004,69,30,14,15,21,566,122,158,18,380,3,31,205,554,2588
MAHARASHTRA,SATARA,2004,59,22,20,15,36,589,111,48,23,431,7,38,316,1094,3288
MAHARASHTRA,SINDHUDURG,2004,10,5,5,0,11,105,45,12,11,133,0,18,80,261,791
MAHARASHTRA,SOLAPUR COMMR.,2004,20,19,10,6,39,360,55,121,3,197,2,13,81,517,1737
MAHARASHTRA,SOLAPUR RURAL,2004,96,41,18,16,34,435,140,23,14,565,10,55,337,814,2990
MAHARASHTRA,THANE COMMR.,2004,115,57,67,33,159,2114,244,523,12,1657,7,87,271,450,7286
MAHARASHTRA,THANE RURAL,2004,144,60,42,37,83,623,193,112,25,760,10,100,486,818,4250
MAHARASHTRA,WARDHA,2004,42,31,25,6,41,619,65,43,63,840,5,104,135,1303,3692
MAHARASHTRA,WASHIM,2004,28,19,17,6,17,418,111,19,46,495,5,71,69,604,2233
MAHARASHTRA,YAVATMAL,2004,79,62,42,7,33,1024,86,45,63,1177,11,129,183,1374,4917
MANIPUR,BISHNUPUR,2004,19,3,14,0,0,26,14,3,29,36,0,7,0,76,283
MANIPUR,CHANDEL,2004,6,1,1,0,0,4,0,0,0,1,0,0,0,32,64
MANIPUR,CHURACHANDPUR,2004,26,0,7,0,0,8,0,1,0,0,0,0,0,54,120
MANIPUR,IMPHAL(EAST),2004,24,7,23,0,1,27,28,85,21,47,0,2,0,164,467
MANIPUR,IMPHAL(WEST),2004,28,9,38,1,1,142,55,42,25,106,0,19,34,439,1053
MANIPUR,SENAPATI,2004,7,0,7,0,1,8,5,2,0,0,0,0,0,69,117
MANIPUR,TAMENGLONG,2004,1,0,5,0,0,7,0,1,0,0,0,0,0,21,37
MANIPUR,THOUBAL,2004,38,11,32,0,0,14,10,7,10,43,0,2,1,125,346
MANIPUR,UKHRUL,2004,10,0,1,1,0,8,3,1,0,0,0,0,0,19,48
MEGHALAYA,GARO HILLS EAST,2004,7,0,3,5,10,18,0,1,2,2,0,1,0,20,98
MEGHALAYA,GARO HILLS SOUTH,2004,5,1,2,4,1,9,0,0,0,2,0,0,0,7,33
MEGHALAYA,GARO HILLS WEST,2004,17,12,10,14,3,31,2,3,0,36,1,10,9,27,212
MEGHALAYA,JAINTIA HILLS,2004,32,11,6,14,5,61,0,2,8,38,0,5,12,83,305
MEGHALAYA,KHASI HILLS EAST,2004,33,17,29,28,46,228,0,34,2,16,1,13,14,192,762
MEGHALAYA,KHASI HILLS WEST,2004,14,9,2,6,6,25,0,2,0,12,0,3,0,30,123
MEGHALAYA,RI-BHOI,2004,16,4,2,20,10,46,0,2,3,17,0,2,16,75,219
MIZORAM,AIZAWL,2004,10,6,6,3,2,350,1,5,6,15,0,30,0,150,670
MIZORAM,CHAMPHAI,2004,6,3,2,1,1,50,0,2,3,10,0,5,0,20,161
MIZORAM,KOLASIB,2004,4,2,1,1,1,5,0,2,1,15,0,2,0,5,47
MIZORAM,LAWNGTLAI,2004,3,1,1,1,1,30,0,3,3,5,0,5,0,20,99
MIZORAM,LUNGLEI,2004,4,2,2,2,1,100,1,4,4,10,0,10,0,70,250
MIZORAM,MAMIT,2004,3,2,1,1,0,5,0,1,1,10,0,2,0,5,38
MIZORAM,SAIHA,2004,3,1,1,1,0,50,0,1,3,5,0,10,0,40,142
MIZORAM,SERCHHIP,2004,2,3,1,0,0,20,0,2,1,10,0,2,0,10,108
NAGALAND,DIMAPUR,2004,22,2,9,4,93,85,0,8,0,3,0,0,0,78,333
NAGALAND,KIPHIRE,2004,0,0,0,2,1,10,0,0,0,1,0,0,0,6,21
NAGALAND,KOHIMA,2004,12,10,9,3,14,36,0,8,1,8,0,2,23,51,202
NAGALAND,MOKOKCHUNG,2004,6,1,1,0,1,9,0,2,2,11,0,0,5,12,62
NAGALAND,MON,2004,6,0,2,3,4,33,0,6,0,10,0,0,2,21,96
NAGALAND,PEREN,2004,3,2,0,0,0,3,0,1,0,0,0,0,0,2,14
NAGALAND,PHEK,2004,6,1,0,0,0,4,0,2,1,6,0,1,0,13,44
NAGALAND,TUENSANG,2004,10,1,0,0,2,9,5,0,0,1,0,0,0,21,58
NAGALAND,WOKHA,2004,4,0,2,0,0,41,1,1,1,5,0,0,1,20,85
NAGALAND,ZUNHEBOTO,2004,1,1,0,2,2,25,0,0,0,7,0,0,3,15,69
ODISHA,ANGUL,2004,51,27,10,12,19,222,94,36,13,24,13,81,197,881,1889
ODISHA,BALASORE,2004,29,44,35,7,32,197,46,21,23,191,41,129,0,1488,2504
ODISHA,BARAGARH,2004,33,22,14,6,19,155,81,32,12,44,8,63,93,611,1399
ODISHA,BERHAMPUR,2004,18,16,13,4,43,164,36,31,3,9,6,54,70,518,1152
ODISHA,BHADRAK,2004,23,31,17,5,13,95,39,22,14,10,8,63,55,1079,1662
ODISHA,BOLANGIR,2004,32,33,6,0,31,146,92,17,7,53,6,94,53,901,1667
ODISHA,BOUDH,2004,9,7,4,2,3,42,22,2,9,161,2,41,0,40,397
ODISHA,CUTTACK,2004,41,45,51,29,129,729,77,84,17,189,50,64,173,1729,3973
ODISHA,DEOGARH,2004,15,13,3,3,9,40,18,4,5,130,1,37,21,123,470
ODISHA,DHENKANAL,2004,35,19,20,9,24,112,95,19,23,84,12,97,107,645,1469
ODISHA,GAJAPATI,2004,17,5,7,1,1,26,21,7,4,10,0,23,35,194,402
ODISHA,GANJAM,2004,62,15,18,13,37,182,95,22,24,180,21,155,211,651,1922
ODISHA,JAGATSINGHPUR,2004,27,19,29,4,31,129,24,13,13,117,14,10,148,623,1347
ODISHA,JAJPUR,2004,27,15,21,10,42,168,72,11,13,272,21,25,98,781,1778
ODISHA,JHARSUGUDA,2004,15,12,9,4,4,91,22,7,7,5,0,41,218,385,887
ODISHA,KALAHANDI,2004,21,22,11,5,26,81,59,58,6,56,2,33,38,344,870
ODISHA,KANDHAMAL,2004,23,26,17,1,13,62,22,2,12,431,2,67,0,12,823
ODISHA,KENDRAPARA,2004,31,19,8,7,19,76,18,7,11,42,29,9,0,623,994
ODISHA,KEONJHAR,2004,60,39,14,1,24,172,56,14,25,144,16,87,289,865,1933
ODISHA,KHURDA,2004,61,44,57,39,174,1130,69,188,20,1198,20,49,167,1383,5337
ODISHA,KORAPUT,2004,56,40,20,20,28,109,72,20,7,58,1,82,72,800,1587
ODISHA,MALKANGIR,2004,43,19,2,2,4,42,7,3,8,61,1,28,21,188,507
ODISHA,MAYURBHANJ,2004,77,84,26,5,29,229,25,24,12,23,21,102,152,1101,2234
ODISHA,NAYAGARH,2004,30,17,20,5,20,110,11,13,8,253,1,11,28,226,842
ODISHA,NOWRANGPUR,2004,14,16,13,8,14,51,40,11,6,54,0,33,22,295,683
